Transaction_Amount,Transaction_Type,Location,Time_of_Day,Card_Type,Previous_Fraud_History,Account_Age,Credit_Utilization,Fraudulent
2826,Online,Domestic,Morning,Debit,0,9,0.5645150292924069,0
1025,In-Person,Domestic,Night,Debit,1,7,0.6223614483052029,0
1358,In-Person,Domestic,Night,Debit,0,7,0.9585917240890915,0
4621,Online,Domestic,Night,Credit,0,8,0.9722504801403027,0
3097,Online,International,Morning,Credit,0,5,0.8625996351521726,0
2849,In-Person,Domestic,Night,Debit,1,9,0.6253558360019724,0
345,In-Person,International,Night,Debit,1,6,0.4516610268204473,0
4602,In-Person,International,Night,Debit,0,7,0.3072519250172884,0
905,Online,Domestic,Afternoon,Credit,0,7,0.5810102743048664,0
3556,Online,Domestic,Night,Debit,0,9,0.41106780368255647,0
861,In-Person,International,Morning,Credit,0,7,0.1654700478770093,0
1697,Online,International,Morning,Credit,0,3,0.5285986825462805,0
1941,Online,Domestic,Morning,Debit,0,6,0.6139775649792345,0
3756,In-Person,International,Morning,Credit,0,6,0.650183629575962,0
2437,Online,Domestic,Afternoon,Credit,1,7,0.1664324928793468,0
1578,In-Person,Domestic,Morning,Credit,1,6,0.5347991639405801,0
4010,In-Person,International,Afternoon,Credit,0,4,0.6903217452243475,0
2748,Online,International,Afternoon,Debit,0,6,0.9649576627823063,0
3508,Online,Domestic,Afternoon,Credit,0,3,0.12254122763961466,0
3923,In-Person,Domestic,Morning,Debit,0,1,0.708654071301794,0
1076,Online,International,Morning,Credit,0,1,0.15610366900238015,0
4390,In-Person,International,Afternoon,Debit,0,5,0.24295913850157783,0
2454,Online,International,Afternoon,Credit,1,8,0.255977174502765,0
4117,Online,International,Morning,Debit,1,3,0.3959851932595768,0
3383,Online,Domestic,Night,Credit,1,2,0.8481691310552738,0
3979,In-Person,Domestic,Night,Debit,0,8,0.8706135294447798,0
2556,Online,Domestic,Night,Debit,1,9,0.4374567213860725,0
763,In-Person,International,Morning,Debit,0,9,0.48817254452656766,0
2092,In-Person,International,Morning,Credit,1,2,0.29532764089582375,0
2784,In-Person,Domestic,Afternoon,Credit,0,8,0.4892624119515806,0
2906,Online,International,Morning,Debit,1,2,0.34735098911660256,0
4195,In-Person,International,Morning,Credit,0,7,0.2573943807196112,0
785,In-Person,International,Morning,Debit,1,8,0.24262126261676015,0
1635,Online,International,Afternoon,Debit,1,1,0.7980824362464232,0
3079,In-Person,International,Afternoon,Credit,1,8,0.20525175149402708,0
427,In-Person,International,Night,Credit,0,3,0.6544310244570598,0
124,Online,Domestic,Night,Credit,0,1,0.25073381197048383,0
626,In-Person,Domestic,Morning,Credit,0,7,0.8540554771945291,0
3984,Online,Domestic,Morning,Credit,0,3,0.3470203613231143,0
3277,In-Person,Domestic,Afternoon,Credit,0,8,0.14040413517177938,0
835,In-Person,International,Night,Debit,1,9,0.5068658427885216,0
1526,Online,Domestic,Night,Debit,0,2,0.999817401530766,0
3156,In-Person,Domestic,Night,Debit,0,1,0.8318233920491601,0
422,In-Person,Domestic,Morning,Credit,0,8,0.6132362432979191,0
738,In-Person,Domestic,Morning,Debit,1,6,0.2704949276215788,0
3358,Online,International,Morning,Credit,1,1,0.2057545339017265,0
2818,Online,International,Afternoon,Credit,1,3,0.8546954854914365,0
685,Online,Domestic,Night,Credit,0,9,0.8089366648833249,0
3475,Online,Domestic,Afternoon,Debit,0,9,0.5159697086534193,0
2514,Online,International,Night,Debit,1,6,0.47926871813093896,0
2977,In-Person,International,Morning,Credit,0,3,0.7738055103477226,0
2796,Online,Domestic,Afternoon,Debit,0,8,0.5824338842545184,0
1132,Online,International,Afternoon,Credit,0,6,0.46375232651899223,0
4089,Online,International,Morning,Credit,0,1,0.32654877044304353,0
1581,In-Person,Domestic,Night,Debit,0,6,0.21030715441457615,0
2153,In-Person,International,Night,Credit,1,5,0.6353141245056037,0
1697,Online,Domestic,Night,Credit,1,8,0.8434439629412341,0
4142,In-Person,Domestic,Night,Credit,1,2,0.7715648013121997,0
3861,In-Person,International,Morning,Credit,0,7,0.7266866072195466,0
3450,In-Person,International,Morning,Debit,1,6,0.9359668982650874,0
3776,In-Person,International,Morning,Debit,0,1,0.45506506840864747,0
2336,Online,International,Morning,Credit,1,8,0.2234958104229979,0
2924,Online,International,Afternoon,Credit,0,6,0.1917541928595619,0
4978,In-Person,International,Afternoon,Credit,0,3,0.9595108685339967,0
3962,In-Person,Domestic,Afternoon,Debit,1,5,0.6300677942611658,1
605,In-Person,International,Morning,Debit,1,7,0.8297139174416671,0
738,In-Person,Domestic,Night,Debit,1,9,0.5820038687578744,0
1375,Online,International,Afternoon,Debit,0,4,0.45864495683694195,0
4502,In-Person,International,Afternoon,Debit,1,2,0.2802426857802859,0
708,Online,International,Morning,Credit,1,3,0.8707675104488062,0
405,In-Person,International,Night,Debit,1,7,0.15716371356306774,0
4181,Online,International,Night,Debit,1,8,0.9102095853298353,0
4370,In-Person,Domestic,Night,Credit,0,5,0.2845115009915397,0
2512,Online,Domestic,Morning,Debit,0,3,0.10857794133082303,0
1829,Online,Domestic,Night,Credit,0,1,0.1935074036161299,0
727,Online,International,Afternoon,Credit,1,1,0.8951578410234401,0
2792,In-Person,International,Afternoon,Debit,1,2,0.16633645947243275,0
4956,Online,International,Afternoon,Debit,1,5,0.4197165280701457,0
3587,In-Person,Domestic,Morning,Debit,0,3,0.32528491390652825,0
153,Online,Domestic,Night,Debit,1,7,0.13316918687649115,0
4990,Online,International,Morning,Credit,0,2,0.578320168563533,0
3150,In-Person,Domestic,Night,Credit,1,2,0.9984996209992218,1
4501,Online,International,Morning,Debit,0,3,0.8677067320715691,0
2948,In-Person,International,Afternoon,Credit,0,1,0.25200335970295207,0
3646,In-Person,Domestic,Morning,Credit,1,2,0.8958844078584769,0
3232,In-Person,Domestic,Morning,Credit,1,5,0.5066141330096328,0
1177,In-Person,Domestic,Morning,Debit,0,3,0.3459254920399648,0
2626,Online,Domestic,Afternoon,Credit,0,6,0.6762752856106211,0
1072,Online,International,Morning,Credit,1,2,0.29502533488473554,0
2166,In-Person,International,Morning,Credit,0,8,0.8916866080483585,0
2992,Online,Domestic,Afternoon,Debit,1,4,0.6617657728281793,0
3304,Online,Domestic,Night,Credit,1,3,0.22241969359362537,0
4739,In-Person,Domestic,Morning,Credit,0,5,0.6135839856545215,0
1166,Online,Domestic,Afternoon,Credit,0,8,0.5593339381682859,0
742,In-Person,International,Morning,Credit,1,9,0.524309977766022,0
4340,Online,International,Afternoon,Credit,0,1,0.42847832936173236,0
4856,Online,International,Night,Credit,0,4,0.5267849699557542,0
963,In-Person,International,Night,Credit,1,6,0.6274103352937574,0
2549,Online,International,Morning,Debit,0,6,0.7602123845807189,0
3334,Online,International,Afternoon,Debit,0,9,0.9260880230067815,0
3311,In-Person,International,Night,Debit,0,1,0.1399456857893613,0
1552,Online,Domestic,Night,Debit,0,5,0.6124096168822817,0
1201,In-Person,International,Afternoon,Debit,1,1,0.7767765799329466,0
3003,Online,Domestic,Morning,Debit,0,6,0.20399872002992453,0
2691,In-Person,Domestic,Night,Credit,0,9,0.9203480141099123,0
1227,In-Person,Domestic,Night,Debit,0,4,0.3204907856798075,0
1550,In-Person,International,Night,Debit,0,9,0.8499987272885349,0
3246,In-Person,International,Morning,Debit,1,3,0.6958059986043074,0
2396,In-Person,International,Night,Debit,1,7,0.6035919343224164,0
3729,Online,International,Afternoon,Credit,1,5,0.8823181356236715,0
1398,Online,Domestic,Morning,Credit,0,1,0.9723110407080852,0
1866,In-Person,International,Night,Credit,1,7,0.9974177793590803,0
1375,Online,Domestic,Afternoon,Credit,1,8,0.7149529135529924,0
509,In-Person,International,Afternoon,Debit,0,6,0.40521798157035516,0
1690,Online,International,Morning,Credit,0,1,0.8872293231277597,0
520,Online,Domestic,Afternoon,Debit,1,9,0.6889134780828885,0
4322,In-Person,Domestic,Morning,Credit,1,7,0.3909962785686073,0
1334,In-Person,Domestic,Morning,Debit,0,6,0.9391281710228975,0
1165,Online,International,Morning,Debit,0,4,0.7728853581645382,0
1837,Online,International,Afternoon,Credit,0,3,0.5075450235647722,0
3151,In-Person,Domestic,Morning,Credit,1,4,0.5090415338492383,0
3496,Online,International,Morning,Credit,0,1,0.9963357134979183,0
1820,Online,Domestic,Afternoon,Credit,1,9,0.4363381940557879,0
2933,In-Person,International,Morning,Credit,1,2,0.18467261010676844,0
2224,Online,Domestic,Night,Credit,1,2,0.5847053681780128,0
4196,In-Person,Domestic,Afternoon,Credit,0,3,0.8963686455068953,0
723,In-Person,International,Afternoon,Debit,1,1,0.6260678074433471,0
3612,In-Person,Domestic,Afternoon,Credit,1,3,0.8137787254604192,0
4144,Online,International,Night,Debit,1,4,0.14937822933049755,0
3532,Online,International,Morning,Debit,1,9,0.7060552673771728,0
4278,In-Person,Domestic,Afternoon,Credit,0,5,0.17127470491253935,0
4758,In-Person,Domestic,Afternoon,Debit,1,6,0.6007210126298089,0
4859,Online,International,Afternoon,Credit,0,1,0.5479906921368541,0
1253,Online,International,Night,Debit,0,3,0.9510439828045656,0
3719,Online,Domestic,Night,Credit,1,7,0.2192179606058721,0
1091,In-Person,Domestic,Night,Credit,1,7,0.10854226772181902,0
465,In-Person,Domestic,Morning,Credit,0,1,0.2236192782921818,0
4934,Online,International,Morning,Credit,0,9,0.2536355273873596,0
904,Online,International,Night,Credit,0,1,0.32582032077623524,0
1394,Online,International,Morning,Debit,0,7,0.8335798811132867,0
1968,In-Person,Domestic,Night,Credit,1,2,0.4391927510858108,0
3082,In-Person,Domestic,Morning,Credit,1,9,0.856681829190873,0
2006,Online,International,Morning,Debit,1,9,0.34474047392116475,0
4295,Online,International,Night,Credit,1,9,0.8744870063951207,0
514,In-Person,Domestic,Afternoon,Debit,0,4,0.1072813987440739,0
1224,In-Person,International,Afternoon,Credit,0,6,0.9410819234723459,0
1541,Online,Domestic,Morning,Debit,1,2,0.7714442990117634,0
3450,Online,Domestic,Morning,Credit,1,3,0.47145743178957056,0
833,Online,Domestic,Morning,Credit,1,6,0.6196015173554267,0
938,In-Person,International,Morning,Debit,0,1,0.9397150967733733,0
143,Online,International,Morning,Debit,1,7,0.6243042867902875,0
2115,In-Person,Domestic,Morning,Debit,0,2,0.30571167128485344,0
3637,In-Person,Domestic,Night,Debit,0,8,0.6155865123566919,0
4790,Online,International,Afternoon,Debit,0,5,0.8843025643656631,0
1862,Online,Domestic,Afternoon,Credit,0,7,0.9887049805995202,0
4920,In-Person,International,Night,Credit,1,8,0.6256749420231812,0
4185,Online,International,Night,Debit,0,3,0.24008065732536638,0
2943,In-Person,International,Afternoon,Debit,0,6,0.7945771970393439,0
3294,Online,Domestic,Afternoon,Debit,1,9,0.9972202095162006,0
4308,Online,Domestic,Morning,Credit,1,4,0.5262723502675423,0
2821,Online,Domestic,Afternoon,Credit,0,7,0.44535949032676503,0
1260,Online,Domestic,Morning,Debit,1,1,0.5972505813234784,0
3522,In-Person,International,Morning,Credit,1,7,0.24828956186214637,0
1266,In-Person,Domestic,Afternoon,Debit,0,9,0.9741550460532298,0
3386,In-Person,International,Morning,Credit,1,8,0.8545012171674177,0
3496,Online,Domestic,Morning,Debit,0,4,0.2016916397863946,0
3594,In-Person,Domestic,Night,Debit,0,3,0.9505733475962328,0
1406,In-Person,Domestic,Afternoon,Credit,1,7,0.9485375117843435,0
3647,In-Person,Domestic,Night,Credit,1,1,0.38471927478257417,0
3340,Online,Domestic,Morning,Debit,1,8,0.6572278567885298,0
2713,In-Person,International,Morning,Debit,0,1,0.19967885682043862,0
480,Online,Domestic,Night,Credit,1,7,0.1757722603621758,0
1363,Online,Domestic,Night,Debit,0,6,0.5516151048523424,0
2793,In-Person,Domestic,Night,Debit,1,8,0.14471026212256022,0
2841,Online,Domestic,Morning,Debit,0,6,0.8874024489789497,0
367,In-Person,Domestic,Afternoon,Debit,1,5,0.9352858427898205,0
3029,In-Person,International,Morning,Debit,0,9,0.16057577028097536,0
677,In-Person,Domestic,Night,Debit,1,4,0.14255625040337755,0
4478,In-Person,International,Afternoon,Credit,1,7,0.2992760389758958,0
1155,In-Person,Domestic,Night,Credit,1,6,0.9369625230208344,0
4195,Online,International,Morning,Debit,1,6,0.7921131642723978,0
3729,In-Person,Domestic,Afternoon,Debit,1,5,0.7088480085269661,0
2755,Online,Domestic,Afternoon,Credit,0,2,0.7987124891234192,0
549,In-Person,International,Morning,Debit,0,4,0.27952910371369183,0
2789,In-Person,Domestic,Night,Credit,1,1,0.3309295266310567,0
4974,In-Person,International,Night,Credit,0,9,0.3858657722963964,0
4146,Online,Domestic,Night,Debit,0,9,0.6445593221668023,0
4845,Online,International,Morning,Debit,1,8,0.6473980590231101,1
3785,Online,International,Night,Debit,1,4,0.2877469544108907,0
2518,Online,International,Afternoon,Credit,0,5,0.4930544557726433,0
2789,In-Person,Domestic,Night,Credit,0,1,0.7210178999771185,0
934,In-Person,International,Night,Debit,1,4,0.3786573615041231,0
2966,Online,Domestic,Afternoon,Debit,1,4,0.16792937099632932,0
1591,Online,International,Afternoon,Debit,1,5,0.2776509811761344,0
3334,Online,International,Night,Credit,0,2,0.2482620575868129,0
4495,In-Person,International,Afternoon,Debit,1,2,0.6687485102137085,0
265,Online,Domestic,Morning,Credit,0,2,0.16169408850059375,0
4814,Online,Domestic,Afternoon,Debit,1,8,0.8962746178116543,0
1848,In-Person,Domestic,Morning,Debit,1,2,0.1759484247916559,1
1954,Online,International,Afternoon,Credit,0,6,0.6381187644810926,0
19,In-Person,Domestic,Morning,Credit,1,2,0.9365793716521726,0
2881,In-Person,Domestic,Morning,Credit,0,8,0.15618063583489958,0
807,In-Person,International,Night,Credit,0,1,0.44479438944254657,0
4982,In-Person,International,Afternoon,Credit,0,2,0.39515121366674766,0
1025,In-Person,Domestic,Afternoon,Credit,1,5,0.4097878964853915,0
1834,Online,Domestic,Afternoon,Debit,1,6,0.6402803188707283,0
4479,Online,Domestic,Morning,Credit,1,9,0.3358927859158458,0
3146,In-Person,International,Night,Debit,0,6,0.12459066155614609,0
2203,In-Person,International,Afternoon,Debit,1,8,0.9660475327977234,0
233,Online,International,Night,Debit,1,7,0.7738983871885308,0
4958,Online,International,Night,Credit,1,1,0.22161483301210655,0
4168,In-Person,International,Morning,Credit,1,2,0.5096411681586358,1
3935,Online,Domestic,Afternoon,Debit,1,4,0.15644955989111478,0
4794,Online,Domestic,Night,Debit,0,1,0.1250706982577452,0
4010,In-Person,Domestic,Afternoon,Debit,1,8,0.142760558290883,0
1643,Online,International,Afternoon,Credit,1,4,0.7801999592317387,0
2162,Online,International,Afternoon,Debit,1,7,0.5004315615404066,0
520,Online,Domestic,Night,Credit,0,7,0.85995722368112,0
394,Online,Domestic,Morning,Debit,1,8,0.37469359366694355,0
414,In-Person,Domestic,Morning,Credit,0,9,0.7977895641687226,0
4623,Online,International,Night,Credit,0,9,0.17014110215509187,0
4581,In-Person,International,Afternoon,Debit,1,7,0.6715973418595026,0
2010,Online,International,Afternoon,Credit,0,9,0.4245417222214162,1
2766,In-Person,International,Morning,Debit,0,5,0.3490524339405514,0
1678,In-Person,International,Night,Debit,0,4,0.8335981847355634,0
1470,Online,Domestic,Night,Debit,1,3,0.1467299076451974,0
3646,In-Person,Domestic,Morning,Debit,0,6,0.9545783146176013,0
2734,In-Person,International,Night,Debit,1,9,0.806991009276214,0
4819,In-Person,International,Night,Credit,1,4,0.4200483465345024,0
4188,In-Person,Domestic,Morning,Debit,0,2,0.9921996923090657,0
2058,In-Person,International,Morning,Credit,0,3,0.2822403152059325,0
4156,Online,International,Night,Debit,0,3,0.46217261196384707,0
4790,In-Person,Domestic,Night,Debit,1,2,0.8963915826634864,0
726,In-Person,International,Morning,Credit,1,9,0.997126376322274,0
4554,Online,International,Morning,Debit,0,4,0.3152015392101121,0
4986,Online,Domestic,Afternoon,Debit,0,3,0.7688020657360073,0
4593,In-Person,International,Night,Credit,1,6,0.37515639757199903,0
1833,Online,International,Night,Credit,1,8,0.7898254036422454,0
2091,Online,Domestic,Morning,Debit,1,8,0.2127556133202212,0
3429,Online,Domestic,Morning,Debit,0,6,0.4025529403971093,0
1584,Online,International,Afternoon,Debit,0,5,0.16749962699903503,0
259,Online,Domestic,Afternoon,Debit,1,7,0.5427072282162589,0
683,Online,Domestic,Morning,Debit,1,3,0.7313504974783733,0
4543,In-Person,International,Night,Debit,0,2,0.4407544794895628,0
2175,In-Person,Domestic,Afternoon,Debit,1,8,0.6532452325021114,0
780,Online,International,Morning,Debit,0,9,0.6121780860271885,0
3972,Online,Domestic,Morning,Debit,1,6,0.3651368656756331,0
4373,In-Person,Domestic,Morning,Credit,1,4,0.5381003691108893,0
1994,Online,International,Night,Credit,1,6,0.16211713869924158,0
1087,In-Person,International,Morning,Debit,1,7,0.5139219517984303,0
245,Online,International,Morning,Credit,0,8,0.5123705448812879,0
398,In-Person,Domestic,Night,Credit,1,3,0.12584611977167454,0
3047,In-Person,International,Morning,Debit,1,6,0.5624859233048527,0
4868,Online,International,Morning,Credit,0,6,0.7639242993612269,1
1858,Online,Domestic,Afternoon,Credit,0,7,0.507026957352934,0
4729,Online,Domestic,Morning,Credit,0,4,0.6814229692374536,0
2824,Online,Domestic,Night,Credit,1,6,0.5791788718017237,0
3384,In-Person,International,Afternoon,Credit,0,2,0.806660897173608,0
3288,Online,Domestic,Morning,Debit,1,8,0.5630097387301634,0
1262,In-Person,Domestic,Night,Debit,0,3,0.3984481126962054,0
3991,Online,International,Morning,Credit,1,9,0.844811892619161,0
4683,In-Person,Domestic,Afternoon,Credit,0,8,0.1608592732179589,0
2132,Online,Domestic,Night,Credit,0,6,0.3605106212875753,0
4540,Online,International,Afternoon,Debit,0,2,0.6323359884067331,0
2160,In-Person,Domestic,Night,Credit,1,8,0.8704238652525378,0
4869,Online,International,Night,Debit,1,6,0.16492765347697003,0
1339,Online,International,Morning,Credit,0,1,0.1864476394661866,0
1368,Online,International,Night,Credit,1,6,0.35414651913357875,0
2492,Online,International,Night,Debit,1,5,0.4101147587762072,0
4552,Online,International,Morning,Debit,1,6,0.8591844207473817,0
2027,In-Person,Domestic,Night,Debit,1,1,0.9630128954571957,0
1341,Online,International,Night,Credit,1,4,0.11550581900727756,0
4354,In-Person,International,Night,Credit,0,7,0.1138205002377975,0
4271,Online,International,Night,Debit,1,5,0.8783292959881185,0
1368,Online,International,Morning,Credit,0,6,0.22205527594091037,0
4647,In-Person,Domestic,Morning,Debit,0,2,0.40540254513702023,0
4864,In-Person,Domestic,Afternoon,Debit,0,8,0.3476921746289051,0
3187,In-Person,Domestic,Night,Credit,1,4,0.3536813944988655,0
2138,In-Person,International,Morning,Credit,1,6,0.3957327083355229,0
2190,In-Person,Domestic,Night,Credit,0,3,0.40244156561262767,0
4902,Online,Domestic,Morning,Credit,0,9,0.6581402554497081,0
